timestamp,light_ppfd_umol_m2_s,air_temp_c,relative_humidity_pct,co2_ppm,raw_tank_level_pct,raw_water_temp_c,pump_rpm,flow_rate_l_min,suction_pressure_kpa,discharge_pressure_kpa,motor_current_a,motor_power_kw,bearing_vibration_rms_mm_s,motor_temperature_c,bearing_temperature_c,filter_pressure_in_kpa,filter_pressure_out_kpa,turbidity_ntu,mix_target_ec_ds_m,mix_ec_ds_m,mix_target_ph,mix_ph,mix_temp_c,mix_flow_l_min,dosing_acid_ml_min,drain_ec_ds_m,tank_a_level_pct,tank_b_level_pct,acid_tank_level_pct,zone1_flow_l_min,zone1_pressure_kpa,zone1_substrate_moisture_pct,zone1_substrate_ec_ds_m,zone1_substrate_ph,zone2_flow_l_min,zone2_pressure_kpa,zone2_substrate_moisture_pct,zone2_substrate_ec_ds_m,zone2_substrate_ph,zone3_flow_l_min,zone3_pressure_kpa,zone3_substrate_moisture_pct,zone3_substrate_ec_ds_m,zone3_substrate_ph
2026-03-01 02:00:00,28.115,17.381,79.559,443.934,81.852,17.008,0.0,0.041,-0.273,3.867,0.143,0.019,0.032,39.777,38.559,2.579,2.361,1.313,2.18,2.18,5.8,5.801,17.854,0.004,0.139,2.371,88.476,86.955,82.813,0.023,1.879,60.362,2.34,5.847,0.041,2.504,58.595,2.325,5.833,0.009,1.83,58.704,2.335,5.813
2026-03-01 02:10:00,16.307,17.566,78.375,411.781,80.698,16.582,0.0,0.011,-0.245,1.886,0.061,0.042,0.075,40.149,38.213,2.766,2.508,1.246,2.18,2.186,5.8,5.799,17.582,0.052,0.089,2.417,89.131,86.122,82.449,0.004,2.224,59.655,2.329,5.848,0.03,2.114,59.069,2.338,5.82,0.012,1.928,58.579,2.317,5.827
2026-03-01 02:20:00,0.0,17.436,78.092,451.023,80.975,16.945,2.27,0.045,-0.154,2.867,0.096,0.049,0.03,40.343,37.896,2.556,2.274,1.354,2.18,2.164,5.8,5.794,17.744,0.043,0.175,2.387,87.577,86.163,82.012,0.011,1.663,59.913,2.306,5.843,0.014,1.915,59.279,2.313,5.822,0.012,2.104,58.515,2.304,5.818
2026-03-01 02:30:00,12.655,17.592,79.202,436.922,81.792,16.747,0.0,0.055,-0.156,3.245,0.05,0.022,0.044,40.224,38.345,2.419,2.21,1.159,2.18,2.179,5.8,5.801,17.612,0.039,0.156,2.424,88.186,86.413,82.188,0.03,2.336,59.344,2.32,5.851,0.017,1.86,58.649,2.314,5.831,0.0,2.228,58.497,2.324,5.825
2026-03-01 02:40:00,7.206,17.5,77.973,427.185,81.531,16.629,0.0,0.065,-0.014,2.423,0.055,0.035,0.187,40.087,38.291,2.913,2.678,1.262,2.18,2.181,5.8,5.807,17.581,0.026,0.15,2.404,88.541,86.676,83.205,0.014,1.762,59.317,2.354,5.845,0.02,2.194,58.219,2.329,5.826,0.015,1.752,58.191,2.319,5.832
2026-03-01 02:50:00,12.909,18.446,79.098,440.843,81.688,16.561,2.787,0.028,-0.14,2.367,0.107,0.0,0.08,39.935,38.009,2.667,2.425,1.141,2.18,2.177,5.8,5.802,17.343,0.036,0.162,2.433,88.478,86.724,83.128,0.009,2.162,59.447,2.347,5.845,0.008,1.804,58.953,2.355,5.832,0.016,2.189,58.268,2.315,5.817
2026-03-01 03:00:00,4.041,17.422,78.552,424.361,81.424,16.915,0.587,0.091,-0.119,2.859,0.069,0.029,0.032,39.732,38.419,2.79,2.532,1.234,2.18,2.186,5.8,5.798,17.941,0.017,0.24,2.401,88.45,87.14,82.658,0.015,1.909,59.662,2.347,5.838,0.013,2.167,59.218,2.316,5.828,0.028,2.178,58.721,2.334,5.81
2026-03-01 03:10:00,10.263,17.675,78.399,432.69,81.485,16.76,0.715,0.049,0.033,3.082,0.065,0.034,0.048,39.924,38.044,2.721,2.465,1.306,2.18,2.175,5.8,5.804,17.653,0.037,0.251,2.368,88.297,87.054,82.893,0.0,1.764,59.622,2.324,5.845,0.049,2.095,58.795,2.328,5.832,0.02,1.834,57.985,2.305,5.811
2026-03-01 03:20:00,8.509,17.92,78.523,463.632,81.578,16.674,0.534,0.071,-0.107,2.658,0.075,0.05,0.13,39.848,38.306,2.77,2.457,1.227,2.18,2.194,5.8,5.791,17.703,0.05,0.214,2.414,87.761,86.753,82.902,0.019,2.479,59.992,2.362,5.831,0.002,2.18,58.91,2.352,5.837,0.024,2.173,58.237,2.318,5.819
2026-03-01 03:30:00,0.852,17.94,77.711,454.641,81.685,16.853,2.878,0.0,-0.052,3.46,0.108,0.034,0.156,40.032,37.89,2.336,2.071,1.169,2.18,2.188,5.8,5.787,17.632,0.048,0.18,2.414,87.913,86.201,82.34,0.032,2.093,59.607,2.323,5.833,0.02,2.164,59.212,2.319,5.834,0.018,2.055,58.917,2.329,5.814
2026-03-01 03:40:00,2.796,18.086,77.894,470.99,81.885,16.942,2.617,0.092,-0.074,2.901,0.126,0.043,0.085,40.077,38.387,2.566,2.332,1.288,2.18,2.174,5.8,5.808,17.741,0.014,0.177,2.378,87.944,86.639,81.606,0.017,2.111,60.192,2.33,5.839,0.012,1.892,59.433,2.311,5.836,0.001,2.117,58.953,2.321,5.812
2026-03-01 03:50:00,0.0,17.293,78.946,455.002,79.896,16.819,2.704,0.065,-0.007,2.755,0.085,0.017,0.161,40.091,38.326,2.285,2.122,1.366,2.18,2.192,5.8,5.797,17.77,0.041,0.189,2.396,88.65,85.881,82.808,0.0,1.654,59.52,2.324,5.852,0.01,1.966,59.268,2.328,5.827,0.003,2.309,58.698,2.308,5.815
2026-03-01 04:00:00,0.0,17.42,78.757,474.682,81.937,16.845,0.0,0.032,-0.07,3.467,0.112,0.029,0.153,40.124,38.077,2.623,2.352,1.107,2.18,2.175,5.8,5.808,17.69,0.015,0.155,2.364,87.751,86.709,82.377,0.007,2.34,59.869,2.326,5.833,0.006,2.218,59.256,2.341,5.832,0.027,1.816,58.93,2.318,5.83
2026-03-01 04:10:00,0.0,17.541,78.441,467.754,80.968,16.98,0.342,0.039,-0.217,2.432,0.074,0.03,0.023,40.057,38.043,2.735,2.483,1.168,2.18,2.181,5.8,5.8,18.006,0.029,0.117,2.389,88.051,86.57,82.568,0.012,2.186,59.523,2.341,5.834,0.014,2.113,58.934,2.34,5.832,0.009,1.865,58.23,2.334,5.799
2026-03-01 04:20:00,53.979,17.673,79.56,441.584,80.147,16.72,1.144,0.099,-0.269,3.429,0.096,0.019,0.109,40.323,38.09,2.491,2.153,1.154,2.18,2.17,5.8,5.8,17.544,0.0,0.126,2.405,88.896,85.565,82.943,0.016,1.715,59.33,2.316,5.83,0.016,1.641,59.22,2.305,5.819,0.032,2.237,58.997,2.33,5.825
2026-03-01 04:30:00,0.0,17.762,79.468,452.535,81.339,16.745,0.0,0.029,-0.242,3.473,0.085,0.046,0.092,40.199,38.291,2.087,1.767,1.257,2.18,2.172,5.8,5.801,17.536,0.018,0.17,2.338,87.905,86.849,82.559,0.014,2.108,59.673,2.327,5.826,0.013,1.695,58.887,2.328,5.815,0.022,1.773,58.569,2.328,5.824
2026-03-01 04:40:00,1.776,17.184,79.849,447.022,80.565,16.804,0.168,0.035,-0.167,2.997,0.066,0.014,0.074,40.267,38.138,3.095,2.852,1.304,2.18,2.173,5.8,5.791,17.762,0.033,0.139,2.375,88.27,87.251,82.555,0.008,1.569,59.819,2.339,5.837,0.02,2.104,59.337,2.299,5.832,0.034,1.038,58.807,2.311,5.795
2026-03-01 04:50:00,0.0,17.853,78.155,447.978,81.75,17.141,0.0,0.049,-0.095,2.85,0.064,0.034,0.113,40.149,38.378,2.373,2.144,1.189,2.18,2.168,5.8,5.795,18.131,0.0,0.066,2.386,88.616,86.708,82.921,0.022,1.574,59.843,2.323,5.839,0.017,1.829,59.127,2.297,5.822,0.006,2.089,58.654,2.299,5.818
2026-03-01 05:00:00,0.0,17.543,78.767,452.816,81.421,16.766,0.0,0.109,-0.148,2.252,0.051,0.031,0.056,39.984,38.45,2.672,2.432,1.243,2.18,2.193,5.8,5.797,17.788,0.06,0.202,2.349,88.794,86.258,82.248,0.003,2.081,59.681,2.336,5.83,0.002,1.952,58.652,2.355,5.824,0.018,1.882,58.721,2.334,5.817
2026-03-01 05:10:00,0.0,17.919,78.849,476.969,80.396,16.892,1.934,0.057,-0.134,2.862,0.116,0.016,0.063,39.967,37.988,2.531,2.192,1.279,2.18,2.183,5.8,5.797,17.851,0.047,0.089,2.388,87.174,86.632,82.825,0.011,2.053,59.965,2.335,5.852,0.023,1.353,59.204,2.309,5.83,0.02,2.134,58.548,2.277,5.812
2026-03-01 05:20:00,9.156,18.002,79.195,459.328,82.496,16.254,0.38,0.047,-0.147,3.813,0.069,0.048,0.082,39.701,38.422,2.729,2.509,1.28,2.18,2.191,5.8,5.801,17.3,0.031,0.039,2.447,89.141,87.002,82.997,0.007,1.81,59.43,2.346,5.836,0.038,1.703,58.892,2.342,5.833,0.022,2.079,58.794,2.326,5.83
2026-03-01 05:30:00,20.134,18.09,77.997,443.14,81.387,16.639,0.0,0.063,-0.167,2.283,0.088,0.051,0.095,40.063,38.185,2.737,2.442,1.268,2.18,2.177,5.8,5.801,17.525,0.048,0.159,2.388,87.851,86.584,82.551,0.016,2.182,59.68,2.315,5.849,0.0,1.741,58.929,2.326,5.846,0.017,1.931,58.512,2.322,5.811
2026-03-01 05:40:00,0.0,17.607,79.097,458.502,81.037,16.934,1.973,0.077,0.092,2.805,0.078,0.0,0.212,40.178,38.481,2.621,2.415,1.319,2.18,2.189,5.8,5.807,17.746,0.029,0.214,2.404,88.737,86.359,82.438,0.017,2.41,60.081,2.368,5.846,0.009,1.993,59.621,2.34,5.821,0.005,2.315,58.734,2.341,5.825
2026-03-01 05:50:00,53.456,17.564,80.013,451.032,82.478,16.722,0.0,0.017,0.007,2.981,0.118,0.045,0.103,40.186,38.094,2.487,2.252,1.278,2.18,2.182,5.8,5.796,17.652,0.077,0.216,2.392,88.39,86.84,82.749,0.009,1.954,59.483,2.352,5.837,0.019,1.902,58.986,2.339,5.815,0.026,2.194,58.822,2.309,5.811
2026-03-01 06:00:00,12.449,18.026,78.906,443.478,82.124,16.806,1812.617,22.652,-11.209,180.176,6.314,2.215,1.686,40.65,38.788,176.444,171.308,1.317,2.18,2.169,5.8,5.793,17.849,16.663,11.024,2.404,88.115,86.746,81.823,5.534,129.439,59.128,2.323,5.831,5.824,124.368,58.899,2.313,5.827,5.714,123.534,58.777,2.308,5.803
2026-03-01 06:10:00,32.295,18.084,79.081,476.711,81.198,16.921,1767.081,25.936,-9.999,171.74,5.578,2.087,1.371,40.498,38.566,167.583,163.023,1.253,2.182,2.188,5.8,5.794,17.849,21.083,11.265,2.42,87.835,86.415,81.939,7.053,122.59,59.148,2.337,5.843,7.28,119.967,58.945,2.347,5.828,7.176,117.986,57.84,2.34,5.83
2026-03-01 06:20:00,68.134,17.837,79.09,459.084,82.635,16.807,1746.931,28.266,-9.385,165.947,5.225,1.932,1.319,40.494,38.797,161.787,157.463,1.268,2.183,2.185,5.8,5.809,17.91,25.442,11.324,2.401,87.889,86.93,82.618,8.512,121.336,58.743,2.359,5.835,8.623,118.538,58.431,2.348,5.833,8.668,116.106,58.199,2.326,5.82
2026-03-01 06:30:00,102.452,17.152,77.334,480.515,81.493,16.886,1741.343,30.869,-9.096,165.127,5.051,1.844,1.202,40.754,38.665,161.377,157.021,1.216,2.185,2.175,5.8,5.792,17.873,30.631,11.147,2.44,88.73,86.788,82.483,10.17,119.804,58.792,2.347,5.837,10.297,117.66,58.646,2.328,5.832,10.069,118.004,57.906,2.329,5.821
2026-03-01 06:40:00,149.384,17.793,77.922,446.44,81.841,16.834,1742.065,31.388,-9.62,167.076,5.157,1.837,1.29,40.565,38.822,162.866,158.652,1.365,2.187,2.196,5.8,5.797,17.723,31.152,11.032,2.438,88.46,86.456,82.534,10.474,119.319,58.945,2.347,5.843,10.631,117.502,58.48,2.351,5.824,10.502,117.338,57.816,2.326,5.82
2026-03-01 06:50:00,164.653,17.609,80.036,476.065,81.846,16.828,1754.332,31.141,-9.201,168.498,5.178,1.852,1.199,40.551,38.825,164.864,160.655,1.257,2.189,2.184,5.8,5.797,17.691,30.627,11.227,2.419,88.334,87.174,82.901,10.328,119.342,58.66,2.369,5.846,10.523,117.809,58.502,2.343,5.835,10.382,116.18,58.433,2.351,5.809
2026-03-01 07:00:00,220.752,17.51,79.363,432.882,82.539,16.906,1742.679,31.949,-9.337,165.946,5.18,1.859,1.267,40.735,38.817,160.888,156.505,1.252,2.19,2.197,5.8,5.806,17.837,31.745,11.47,2.456,88.185,86.626,82.165,10.671,120.121,58.33,2.36,5.833,10.792,118.062,58.302,2.378,5.837,10.622,117.407,57.908,2.374,5.817
2026-03-01 07:10:00,257.773,17.467,78.537,460.254,82.154,16.72,1755.406,31.781,-9.658,166.899,5.283,1.88,1.282,41.176,38.945,163.248,158.987,1.235,2.192,2.19,5.8,5.805,17.482,31.54,11.299,2.428,87.992,86.933,82.754,10.436,121.899,58.268,2.374,5.844,10.684,120.656,58.684,2.351,5.833,10.449,117.652,57.723,2.348,5.824
2026-03-01 07:20:00,281.342,17.644,79.866,457.022,82.327,16.782,1750.964,32.284,-9.742,167.556,5.174,1.882,1.242,41.093,39.258,162.845,158.571,1.299,2.194,2.191,5.8,5.804,17.649,31.979,11.651,2.439,88.959,85.934,82.175,10.782,119.771,58.393,2.382,5.838,10.826,119.597,57.917,2.362,5.824,10.802,117.531,58.137,2.344,5.816
2026-03-01 07:30:00,348.126,17.744,78.234,458.076,82.881,16.961,1759.297,32.357,-9.417,168.389,5.159,1.915,1.289,41.1,39.061,164.468,160.211,1.148,2.195,2.202,5.8,5.791,18.076,31.707,11.593,2.453,88.641,86.472,82.142,10.657,122.591,58.618,2.383,5.846,10.944,119.277,57.885,2.355,5.828,10.819,118.583,58.001,2.388,5.81
2026-03-01 07:40:00,350.65,17.414,78.958,461.661,81.79,16.609,1754.942,32.174,-9.527,169.851,5.333,1.892,1.284,41.495,39.25,165.508,161.455,1.205,2.197,2.175,5.8,5.81,17.443,31.873,11.442,2.434,88.453,86.155,82.62,10.833,122.846,57.482,2.369,5.839,10.666,120.512,58.186,2.338,5.838,10.657,119.207,57.756,2.312,5.838
2026-03-01 07:50:00,406.897,17.719,78.201,479.424,82.255,17.043,1766.269,33.022,-9.744,169.032,5.334,1.903,1.253,41.624,39.509,164.214,159.984,1.299,2.198,2.197,5.8,5.798,18.012,32.711,11.8,2.482,88.327,87.234,82.342,10.89,122.984,58.245,2.383,5.841,11.067,120.03,58.258,2.373,5.823,11.093,117.884,57.592,2.359,5.823
2026-03-01 08:00:00,444.164,17.875,77.907,429.92,82.341,16.804,1762.156,33.147,-9.757,168.779,5.353,1.905,1.359,41.497,39.743,164.991,160.736,1.234,2.2,2.212,5.8,5.795,17.71,32.655,11.407,2.466,88.747,87.212,82.76,11.192,122.239,58.098,2.418,5.839,11.012,120.555,57.836,2.376,5.816,11.08,118.904,58.025,2.364,5.807
2026-03-01 08:10:00,440.842,18.324,77.027,430.473,81.108,17.31,1761.459,33.248,-9.688,170.131,5.344,1.913,1.199,41.738,39.415,165.913,161.534,1.268,2.201,2.189,5.8,5.8,18.414,32.952,11.95,2.466,87.988,86.684,82.598,11.265,122.884,57.764,2.406,5.84,11.284,120.941,57.538,2.363,5.847,11.031,119.81,57.838,2.349,5.821
2026-03-01 08:20:00,463.859,19.274,78.403,501.872,81.335,17.226,1769.858,33.225,-9.711,170.309,5.331,1.951,1.264,41.749,39.592,165.773,161.414,1.305,2.203,2.209,5.8,5.815,18.141,33.054,11.523,2.452,88.411,86.413,82.426,11.119,123.992,57.746,2.395,5.831,11.191,121.101,58.283,2.36,5.838,11.131,119.776,58.158,2.373,5.807
2026-03-01 08:30:00,538.367,19.431,75.077,525.897,82.852,17.203,1776.23,33.368,-9.822,170.128,5.365,1.924,1.27,41.716,39.658,165.796,161.67,1.154,2.204,2.208,5.8,5.797,18.144,32.975,11.356,2.481,88.385,87.34,82.583,10.977,122.445,57.576,2.428,5.837,11.216,121.716,58.313,2.409,5.833,11.085,120.211,57.93,2.379,5.812
2026-03-01 08:40:00,573.513,19.306,74.562,491.363,81.937,17.482,1775.509,34.101,-9.722,170.808,5.213,1.939,1.279,41.89,39.453,165.983,161.646,1.416,2.206,2.221,5.8,5.8,18.444,33.834,11.603,2.479,88.503,85.851,82.306,11.456,123.242,57.657,2.461,5.843,11.364,122.586,58.29,2.396,5.832,11.409,119.585,57.682,2.408,5.817
2026-03-01 08:50:00,569.326,20.464,73.183,515.578,81.568,17.729,1766.536,34.233,-9.903,171.705,5.5,1.92,1.319,41.633,39.714,167.576,163.629,1.34,2.207,2.206,5.8,5.811,18.649,33.548,11.769,2.512,87.984,86.368,82.769,11.519,124.49,57.988,2.397,5.842,11.513,122.177,57.515,2.371,5.829,11.341,121.168,57.985,2.367,5.817
2026-03-01 09:00:00,595.231,20.418,73.146,543.483,80.359,17.781,1774.579,34.371,-9.924,172.765,5.367,1.976,1.309,41.966,39.491,168.294,164.175,1.253,2.208,2.207,5.8,5.801,18.729,33.989,11.62,2.491,88.674,87.005,82.207,11.487,124.421,58.142,2.381,5.849,11.708,123.533,57.886,2.421,5.844,11.306,119.942,57.562,2.377,5.819
2026-03-01 09:10:00,605.214,21.326,70.927,605.354,81.81,17.938,1782.239,34.954,-10.125,172.828,5.418,1.969,1.242,42.104,39.778,167.519,163.155,1.27,2.209,2.208,5.8,5.802,18.986,34.86,11.838,2.533,88.888,86.197,81.874,11.581,124.095,58.534,2.397,5.831,11.723,124.166,58.07,2.404,5.826,11.499,120.955,57.897,2.378,5.807
2026-03-01 09:20:00,621.835,21.751,69.583,546.264,82.621,18.16,1778.212,35.213,-10.066,172.415,5.53,2.024,1.266,41.853,39.696,167.541,163.417,1.373,2.211,2.224,5.8,5.799,19.18,35.043,11.697,2.47,88.308,86.62,82.481,11.687,124.457,58.095,2.391,5.829,11.7,122.338,58.109,2.406,5.849,11.542,121.02,58.377,2.386,5.829
2026-03-01 09:30:00,679.46,22.432,67.774,558.862,81.644,18.492,1785.845,35.429,-10.258,173.954,5.617,2.007,1.335,41.907,39.933,169.389,165.153,1.264,2.212,2.204,5.8,5.805,19.468,34.862,11.779,2.488,88.407,86.425,81.918,11.837,123.213,58.229,2.408,5.844,11.958,124.38,58.542,2.386,5.834,11.945,122.116,57.997,2.36,5.811
2026-03-01 09:40:00,705.064,22.197,68.09,578.027,81.837,18.4,1794.769,35.475,-10.279,172.98,5.498,1.991,1.342,42.065,39.6,168.867,164.625,1.352,2.213,2.201,5.8,5.791,19.382,35.345,11.799,2.498,88.177,86.711,82.209,12.001,125.85,58.867,2.405,5.836,11.77,123.853,58.752,2.391,5.838,11.752,121.207,57.922,2.388,5.805
2026-03-01 09:50:00,702.505,22.964,66.478,599.419,81.288,18.424,1793.917,36.18,-10.223,174.223,5.512,1.981,1.283,42.472,40.058,169.886,165.724,1.289,2.214,2.221,5.8,5.815,19.436,35.643,11.838,2.553,88.174,86.5,82.501,12.198,124.42,58.925,2.408,5.834,11.824,123.522,58.333,2.371,5.817,11.842,122.731,59.013,2.396,5.817
2026-03-01 10:00:00,708.836,23.604,65.731,611.448,81.937,18.743,1794.233,36.27,-10.18,174.491,5.58,2.027,1.353,42.301,40.26,170.511,166.354,1.24,2.215,2.237,5.8,5.808,19.698,35.943,11.961,2.538,87.934,87.447,82.603,11.861,126.476,58.233,2.448,5.841,12.117,124.924,58.784,2.446,5.826,12.214,122.882,58.846,2.424,5.827
2026-03-01 10:10:00,752.639,23.841,65.522,629.763,82.761,18.85,1794.291,36.544,-10.472,174.719,5.552,2.027,1.406,42.297,39.842,170.407,166.21,1.21,2.215,2.223,5.8,5.806,19.826,36.116,12.012,2.519,88.755,86.468,82.559,12.159,126.462,59.569,2.41,5.84,12.431,123.458,59.236,2.386,5.843,12.084,124.057,58.743,2.402,5.817
2026-03-01 10:20:00,763.378,24.087,67.187,642.655,81.922,18.773,1797.856,36.794,-10.616,173.954,5.648,2.012,1.304,42.588,40.15,169.238,165.049,1.271,2.216,2.206,5.8,5.796,19.697,36.477,11.929,2.516,88.477,87.201,82.541,12.252,126.176,58.876,2.383,5.831,12.312,125.617,59.193,2.402,5.828,12.113,123.441,58.81,2.365,5.824
2026-03-01 10:30:00,781.972,23.637,65.775,653.443,82.163,19.126,1806.942,36.913,-10.473,175.604,5.612,2.023,1.284,42.381,39.981,170.589,166.416,1.184,2.217,2.219,5.8,5.79,20.062,36.625,11.919,2.511,88.572,86.225,82.554,11.994,125.674,58.379,2.4,5.829,12.158,125.05,59.119,2.408,5.837,12.372,123.24,58.543,2.398,5.826
2026-03-01 10:40:00,830.303,24.97,63.464,641.491,81.7,19.096,1802.496,37.728,-10.473,175.894,5.722,2.035,1.37,43.1,40.445,171.563,167.419,1.324,2.218,2.206,5.8,5.782,20.011,37.377,11.931,2.518,88.014,86.39,81.737,12.515,127.66,59.131,2.385,5.824,12.473,125.195,58.943,2.357,5.841,12.494,123.834,59.402,2.395,5.817
2026-03-01 10:50:00,827.849,25.324,65.048,676.517,82.074,19.22,1804.149,36.95,-10.51,176.104,5.693,2.024,1.286,43.152,40.792,171.78,167.646,1.139,2.218,2.22,5.8,5.8,20.302,36.388,11.871,2.573,88.414,86.923,82.423,12.187,126.373,59.354,2.417,5.843,12.49,125.23,59.587,2.421,5.833,12.428,124.194,59.512,2.396,5.819
2026-03-01 11:00:00,833.14,24.811,63.558,671.598,82.45,19.279,1807.825,37.878,-10.711,175.17,5.682,2.045,1.378,42.953,40.144,171.069,166.891,1.271,2.219,2.207,5.8,5.797,20.367,37.384,11.901,2.548,89.115,86.341,82.693,12.457,128.0,59.226,2.387,5.848,12.594,127.327,58.891,2.408,5.826,12.708,124.129,59.629,2.397,5.814
2026-03-01 11:10:00,838.349,25.894,62.69,672.412,82.4,19.298,1812.785,37.805,-10.742,177.467,5.666,2.044,1.384,43.484,40.339,172.698,168.653,1.196,2.219,2.215,5.8,5.799,20.284,37.434,12.064,2.513,88.992,86.868,83.099,12.592,127.616,59.454,2.436,5.844,12.698,126.373,59.669,2.416,5.835,12.442,124.518,59.664,2.395,5.819
